Date,High,Low,Open,Close,Volume,Adj Close
2019-08-16,47.16999816894531,45.790000915527344,45.939998626708984,46.65999984741211,5767400,46.35512924194336
2019-08-19,48.29999923706055,47.279998779296875,47.54999923706055,47.91999816894531,5522700,47.606895446777344
2019-08-20,49.040000915527344,47.5,47.66999816894531,48.79999923706055,5831300,48.48114776611328
2019-08-21,49.540000915527344,48.709999084472656,49.099998474121094,49.040000915527344,4001800,48.719581604003906
2019-08-22,49.290000915527344,48.33000183105469,49.290000915527344,49.08000183105469,4001800,48.75931930541992
2019-08-23,49.380001068115234,47.15999984741211,48.599998474121094,47.33000183105469,7125400,47.020755767822266
2019-08-26,48.70000076293945,47.529998779296875,47.9900016784668,48.689998626708984,5194400,48.371864318847656
2019-08-27,52.220001220703125,49.959999084472656,50.5,51.09000015258789,18223400,50.75618362426758
2019-08-28,50.939998626708984,49.540000915527344,50.630001068115234,50.209999084472656,7232300,49.881935119628906
2019-08-29,51.43000030517578,50.2599983215332,51.0,50.959999084472656,6268700,50.62703323364258
2019-08-30,51.40999984741211,50.16999816894531,51.290000915527344,50.599998474121094,5891500,50.269386291503906
2019-09-03,51.56999969482422,50.43000030517578,50.47999954223633,51.060001373291016,6268900,50.726383209228516
2019-09-04,53.61000061035156,52.0099983215332,52.060001373291016,53.5,9988100,53.15044021606445
2019-09-05,56.599998474121094,53.77000045776367,55.150001525878906,54.58000183105469,11780000,54.223384857177734
2019-09-06,55.0099983215332,54.2599983215332,54.66999816894531,54.58000183105469,7034000,54.223384857177734
