Date,High,Low,Open,Close,Volume,Adj Close
2020-05-14,125.12999725341797,121.30000305175781,124.8499984741211,123.41999816894531,7411000,123.41999816894531
2020-05-15,125.94000244140625,123.08999633789062,123.47000122070312,125.94000244140625,10590000,125.94000244140625
2020-05-18,128.55999755859375,126.0999984741211,127.5,127.66000366210938,13035900,127.66000366210938
2020-05-19,131.99000549316406,124.80999755859375,131.75,124.94999694824219,24915400,124.94999694824219
2020-05-20,126.58999633789062,124.62999725341797,126.48999786376953,125.44999694824219,10748800,125.44999694824219
2020-05-21,126.13999938964844,124.25,124.88999938964844,124.98999786376953,7482700,124.98999786376953
2020-05-22,125.3499984741211,123.7699966430664,125.0999984741211,124.33000183105469,7453200,124.33000183105469
2020-05-26,125.51000213623047,123.62999725341797,124.33999633789062,123.86000061035156,7910200,123.86000061035156
2020-05-27,124.48999786376953,121.02999877929688,123.97000122070312,122.4800033569336,10357900,122.4800033569336
2020-05-28,124.94999694824219,123.16000366210938,123.72000122070312,123.69000244140625,8141600,123.69000244140625
2020-05-29,124.70999908447266,121.93000030517578,124.23999786376953,124.05999755859375,9772400,124.05999755859375
2020-06-01,124.41000366210938,122.36000061035156,123.44000244140625,123.95999908447266,6850100,123.95999908447266
2020-06-02,124.1500015258789,122.80999755859375,123.58999633789062,123.94000244140625,6395900,123.94000244140625
2020-06-03,123.98999786376953,122.66000366210938,123.9000015258789,123.47000122070312,6754300,123.47000122070312
2020-06-04,123.88999938964844,121.81999969482422,122.80000305175781,122.11000061035156,8005000,122.11000061035156
2020-06-05,122.68000030517578,119.91000366210938,122.56999969482422,121.55999755859375,13112400,121.55999755859375
2020-06-08,121.23999786376953,119.45999908447266,119.58000183105469,121.23999786376953,9448100,121.23999786376953
2020-06-09,122.0,120.55999755859375,121.5999984741211,121.3499984741211,6915400,121.3499984741211
2020-06-10,122.5,121.12999725341797,121.55999755859375,121.16000366210938,9380500,121.16000366210938
2020-06-11,122.58000183105469,119.4800033569336,120.98999786376953,120.08999633789062,11387600,120.08999633789062
2020-06-12,120.75,117.05999755859375,120.51000213623047,117.73999786376953,10781100,117.73999786376953
2020-06-15,118.68000030517578,117.01000213623047,118.4000015258789,118.08000183105469,10901100,118.08000183105469
2020-06-16,120.2300033569336,118.54000091552734,119.80000305175781,119.6500015258789,8389200,119.6500015258789
2020-06-17,120.12999725341797,118.4000015258789,119.86000061035156,119.02999877929688,6715100,119.02999877929688
2020-06-18,119.05999755859375,117.66000366210938,118.54000091552734,117.98999786376953,6690000,117.98999786376953
2020-06-19,120.30000305175781,117.75,118.88999938964844,119.8499984741211,13359600,119.8499984741211
2020-06-22,122.08999633789062,120.4000015258789,120.97000122070312,121.68000030517578,9112800,121.68000030517578
2020-06-23,122.8499984741211,120.95999908447266,122.75,121.06999969482422,6575900,121.06999969482422
2020-06-24,121.12000274658203,119.58000183105469,120.73999786376953,120.30000305175781,6871600,120.30000305175781
2020-06-25,120.16000366210938,118.37999725341797,119.76000213623047,119.70999908447266,6856600,119.70999908447266
2020-06-26,120.83999633789062,118.0199966430664,119.5999984741211,118.31999969482422,8997200,118.31999969482422
2020-06-29,119.68000030517578,118.22000122070312,118.5,119.05999755859375,5503800,119.05999755859375
2020-06-30,120.12999725341797,118.54000091552734,119.22000122070312,119.77999877929688,6836400,119.77999877929688
2020-07-01,119.91999816894531,118.66000366210938,119.44999694824219,119.69000244140625,6577900,119.69000244140625
2020-07-02,120.87999725341797,118.86000061035156,120.08999633789062,119.20999908447266,5898600,119.20999908447266
2020-07-06,119.87000274658203,118.22000122070312,119.80000305175781,118.88999938964844,7231700,118.88999938964844
2020-07-07,127.55000305175781,118.22000122070312,118.44999694824219,126.94999694824219,31152700,126.94999694824219
2020-07-08,128.1300048828125,124.4000015258789,128.0,124.44000244140625,17405700,124.44000244140625
2020-07-09,128.17999267578125,124.94999694824219,125.61000061035156,127.75,14257200,127.75
2020-07-10,131.3699951171875,127.26000213623047,128.74000549316406,130.67999267578125,14745600,130.67999267578125
2020-07-13,133.6300048828125,128.88999938964844,131.3300018310547,129.52000427246094,14112800,129.52000427246094
2020-07-14,132.5,129.02999877929688,129.27999877929688,132.00999450683594,8818600,132.00999450683594
2020-07-15,134.1300048828125,130.8000030517578,132.27000427246094,132.0,10577100,132.0
2020-07-16,132.72999572753906,131.24000549316406,132.0500030517578,132.1999969482422,5892200,132.1999969482422
2020-07-17,133.3699951171875,131.47000122070312,133.3699951171875,131.74000549316406,6063200,131.74000549316406
2020-07-20,132.74000549316406,131.13999938964844,131.9600067138672,131.47000122070312,6114200,131.47000122070312
2020-07-21,133.99000549316406,131.4499969482422,131.55999755859375,132.3300018310547,7240400,132.3300018310547
2020-07-22,133.02999877929688,131.19000244140625,132.57000732421875,132.66000366210938,5388200,132.66000366210938
2020-07-23,133.14999389648438,131.30999755859375,133.0,131.63999938964844,5598800,131.63999938964844
2020-07-24,132.39999389648438,130.50999450683594,130.9499969482422,131.24000549316406,4345800,131.24000549316406
2020-07-27,131.97999572753906,130.86000061035156,130.86000061035156,131.2100067138672,4681900,131.2100067138672
2020-07-28,132.3800048828125,130.9199981689453,131.5,131.75999450683594,4804700,131.75999450683594
2020-07-29,131.86000061035156,129.85000610351562,131.55999755859375,130.69000244140625,4741100,130.69000244140625
2020-07-30,130.4199981689453,128.72000122070312,129.4199981689453,130.1199951171875,4596100,130.1199951171875
2020-07-31,130.08999633789062,127.62000274658203,129.64999389648438,129.39999389648438,7211500,129.39999389648438
2020-08-03,130.1199951171875,128.27000427246094,129.91000366210938,129.3000030517578,4990500,129.3000030517578
2020-08-04,131.7100067138672,128.94000244140625,129.64999389648438,131.63999938964844,6073200,131.63999938964844
2020-08-05,130.75,128.8300018310547,130.4499969482422,129.80999755859375,8494500,129.80999755859375
2020-08-06,130.22999572753906,129.0299072265625,129.1300048828125,129.35000610351562,4649049,129.35000610351562
