Date,High,Low,Open,Close,Volume,Adj Close
2019-08-16,42.0099983215332,41.349998474121094,41.56999969482422,41.88999938964844,4240200,41.77788543701172
2019-08-19,43.349998474121094,42.52000045776367,43.33000183105469,42.7400016784668,4409700,42.6256103515625
2019-08-20,42.52000045776367,42.150001525878906,42.36000061035156,42.220001220703125,2580000,42.10700225830078
2019-08-21,42.70000076293945,42.34000015258789,42.650001525878906,42.5,2143100,42.386253356933594
2019-08-22,42.43000030517578,41.880001068115234,42.29999923706055,42.099998474121094,2856900,41.98731994628906
2019-08-23,42.540000915527344,41.11000061035156,42.02000045776367,41.36000061035156,5718000,41.24930191040039
2019-08-26,41.75,41.20000076293945,41.619998931884766,41.2599983215332,2729000,41.14957046508789
2019-08-27,41.849998474121094,41.220001220703125,41.61000061035156,41.2400016784668,3395200,41.1296272277832
2019-08-28,40.779998779296875,40.349998474121094,40.529998779296875,40.58000183105469,4941400,40.47139358520508
2019-08-29,41.38999938964844,40.880001068115234,41.220001220703125,40.900001525878906,3974500,40.79053497314453
2019-08-30,41.38999938964844,41.060001373291016,41.29999923706055,41.27000045776367,2222300,41.1595458984375
2019-09-03,42.47999954223633,41.7400016784668,41.779998779296875,42.33000183105469,4442700,42.21670913696289
2019-09-04,43.75,43.220001220703125,43.5,43.619998931884766,4464600,43.50325393676758
2019-09-05,44.0,43.61000061035156,43.84000015258789,43.709999084472656,3185000,43.593013763427734
2019-09-06,43.959999084472656,43.720001220703125,43.83000183105469,43.779998779296875,3890900,43.66282653808594
