Date,High,Low,Open,Close,Volume,Adj Close
2020-05-14,136.14999389648438,131.1199951171875,135.0,135.99000549316406,5897700.0,134.65444946289062
2020-05-15,138.8699951171875,134.1999969482422,134.52999877929688,138.69000244140625,10113700.0,137.32794189453125
2020-05-18,149.72000122070312,142.50999450683594,143.16000366210938,149.27000427246094,6018500.0,147.8040313720703
2020-05-19,151.64999389648438,147.3699951171875,148.5,148.3800048828125,4059900.0,146.9227752685547
2020-05-20,151.42999267578125,148.8300018310547,149.8699951171875,149.67999267578125,3428800.0,148.20999145507812
2020-05-21,148.63999938964844,145.33999633789062,147.74000549316406,145.80999755859375,2789100.0,145.80999755859375
2020-05-22,146.63999938964844,144.60000610351562,145.74000549316406,146.44000244140625,2661400.0,146.44000244140625
2020-05-26,152.97999572753906,149.1999969482422,150.42999267578125,152.0800018310547,4616300.0,152.0800018310547
2020-05-27,158.16000366210938,153.33999633789062,153.99000549316406,158.14999389648438,6056300.0,158.14999389648438
2020-05-28,159.8699951171875,154.1300048828125,158.7100067138672,156.82000732421875,6730700.0,156.82000732421875
2020-05-29,156.8699951171875,153.0500030517578,155.5,156.44000244140625,8632700.0,156.44000244140625
2020-06-01,157.5500030517578,154.88999938964844,155.9499969482422,155.5800018310547,2083400.0,155.5800018310547
2020-06-02,158.60000610351562,156.6300048828125,156.75,157.63999938964844,2333800.0,157.63999938964844
2020-06-03,161.66000366210938,158.52000427246094,159.35000610351562,161.2100067138672,3674300.0,161.2100067138672
2020-06-04,162.5800018310547,159.17999267578125,159.75999450683594,162.5500030517578,2880700.0,162.5500030517578
2020-06-05,168.35000610351562,165.0,165.0,167.41000366210938,4527200.0,167.41000366210938
2020-06-08,169.5399932861328,165.27000427246094,167.10000610351562,166.8699951171875,2987600.0,166.8699951171875
2020-06-09,167.9600067138672,164.0800018310547,165.47999572753906,166.6999969482422,3161600.0,166.6999969482422
2020-06-10,167.33999633789062,163.80999755859375,166.89999389648438,163.89999389648438,2551300.0,163.89999389648438
2020-06-11,160.25,152.30999755859375,160.05999755859375,152.3800048828125,5016600.0,152.3800048828125
2020-06-12,157.4199981689453,151.72999572753906,156.27999877929688,154.8699951171875,2998800.0,154.8699951171875
2020-06-15,159.6199951171875,150.49000549316406,150.8800048828125,157.72999572753906,4093800.0,157.72999572753906
2020-06-16,163.3800048828125,156.88999938964844,162.85000610351562,159.6699981689453,3386700.0,159.6699981689453
2020-06-17,160.8699951171875,158.97000122070312,160.1999969482422,159.22000122070312,1714600.0,159.22000122070312
2020-06-18,159.8300018310547,157.58999633789062,158.07000732421875,159.2100067138672,1806100.0,159.2100067138672
2020-06-19,162.08999633789062,156.47000122070312,161.35000610351562,158.14999389648438,6405200.0,158.14999389648438
2020-06-22,157.4199981689453,155.47999572753906,157.0,156.69000244140625,2020900.0,156.69000244140625
2020-06-23,158.6699981689453,156.24000549316406,157.9600067138672,157.83999633789062,2301800.0,157.83999633789062
2020-06-24,156.72999572753906,151.7100067138672,156.2899932861328,152.22000122070312,3042800.0,152.22000122070312
2020-06-25,155.0500030517578,150.10000610351562,152.0500030517578,154.6699981689453,2060700.0,154.6699981689453
2020-06-26,154.77999877929688,151.52999877929688,154.60000610351562,152.52000427246094,2826400.0,152.52000427246094
2020-06-29,156.50999450683594,153.47999572753906,153.89999389648438,155.57000732421875,2145100.0,155.57000732421875
2020-06-30,156.7100067138672,154.0500030517578,154.91000366210938,155.99000549316406,2941600.0,155.99000549316406
2020-07-01,157.8000030517578,155.30999755859375,156.33999633789062,155.42999267578125,1625600.0,155.42999267578125
2020-07-02,158.8800048828125,156.4600067138672,157.6199951171875,157.0399932861328,1982800.0,157.0399932861328
2020-07-06,159.9600067138672,157.0500030517578,158.8699951171875,158.10000610351562,2099500.0,158.10000610351562
2020-07-07,157.10000610351562,154.69000244140625,156.0800018310547,154.82000732421875,1571700.0,154.82000732421875
2020-07-08,155.60000610351562,153.8699951171875,155.07000732421875,154.5800018310547,1662000.0,154.5800018310547
2020-07-09,154.72000122070312,151.0399932861328,153.9199981689453,151.4499969482422,2190000.0,151.4499969482422
2020-07-10,153.25,150.99000549316406,151.69000244140625,152.85000610351562,1954500.0,152.85000610351562
2020-07-13,156.92999267578125,154.16000366210938,154.35000610351562,154.8000030517578,2217800.0,154.8000030517578
2020-07-14,159.22999572753906,153.9199981689453,154.8000030517578,158.5399932861328,3198900.0,158.5399932861328
2020-07-15,161.3800048828125,159.25,159.97999572753906,159.3300018310547,3472300.0,159.3300018310547
2020-07-16,160.91000366210938,158.0399932861328,159.25,160.5,1801500.0,160.5
2020-07-17,161.55999755859375,159.50999450683594,160.86000061035156,159.8300018310547,2551700.0,159.8300018310547
2020-07-20,158.8699951171875,156.3699951171875,158.85000610351562,156.3699951171875,1790100.0,156.3699951171875
2020-07-21,159.6300048828125,156.99000549316406,157.0,157.8000030517578,2757200.0,157.8000030517578
2020-07-22,159.92999267578125,157.02000427246094,157.42999267578125,158.7100067138672,1899600.0,158.7100067138672
2020-07-23,159.64999389648438,158.36000061035156,159.0,159.2899932861328,2695100.0,159.2899932861328
2020-07-24,161.60000610351562,158.72000122070312,160.0500030517578,159.83999633789062,2524700.0,159.83999633789062
2020-07-27,163.3800048828125,159.3300018310547,159.52999877929688,163.24000549316406,3198500.0,163.24000549316406
2020-07-28,157.47999572753906,153.8000030517578,155.47000122070312,155.3300018310547,7738800.0,155.3300018310547
2020-07-29,157.52999877929688,154.9199981689453,156.5,156.25,3322700.0,156.25
2020-07-30,154.72000122070312,151.36000061035156,154.30999755859375,152.1199951171875,3113000.0,152.1199951171875
2020-07-31,151.75,148.8000030517578,151.67999267578125,150.47000122070312,3266400.0,150.47000122070312
2020-08-03,151.4199981689453,149.30999755859375,151.08999633789062,150.41000366210938,2264900.0,150.41000366210938
2020-08-04,151.24000549316406,149.66000366210938,149.89999389648438,151.2100067138672,1935500.0,151.2100067138672
2020-08-05,155.39999389648438,152.10000610351562,152.16000366210938,155.35000610351562,2644400.0,155.35000610351562
2020-08-06,156.49000549316406,154.67999267578125,155.92999267578125,156.0,2574602.0,156.0
