Date,High,Low,Open,Close,Volume,Adj Close
2019-08-16,80.55999755859375,79.25,80.08999633789062,80.27999877929688,5649000.0,79.44560241699219
2019-08-19,82.33999633789062,80.83000183105469,82.0,81.12999725341797,7027900.0,80.28675842285156
2019-08-20,81.2300033569336,79.44999694824219,80.72000122070312,80.52999877929688,5903100.0,79.69300079345703
2019-08-21,82.83999633789062,81.62999725341797,81.94000244140625,82.73999786376953,6454200.0,81.8800277709961
2019-08-22,83.72000122070312,82.5,83.0,83.30999755859375,5571600.0,82.4441146850586
2019-08-23,82.76000213623047,80.02999877929688,82.0199966430664,80.44000244140625,8497800.0,79.60394287109375
2019-08-26,82.27999877929688,80.73999786376953,81.44000244140625,82.25,4336000.0,81.39512634277344
2019-08-27,83.18000030517578,82.0,82.62999725341797,82.02999877929688,3842500.0,81.17741394042969
2019-08-28,83.58999633789062,81.72000122070312,81.9000015258789,83.4800033569336,4123700.0,82.61234283447266
2019-08-29,85.7699966430664,84.16999816894531,84.22000122070312,85.37999725341797,5101900.0,84.49259185791016
2019-08-30,85.98999786376953,84.41000366210938,85.69999694824219,84.5,5235400.0,83.8377685546875
2019-09-03,84.83000183105469,83.62000274658203,84.0,84.66999816894531,6360800.0,84.00643157958984
2019-09-04,86.5,85.5,85.58000183105469,86.3499984741211,4151200.0,85.67326354980469
2019-09-05,88.62000274658203,87.27999877929688,87.27999877929688,88.41999816894531,6328400.0,87.72705078125
2019-09-06,88.9800033569336,88.0199966430664,88.4000015258789,88.69000244140625,3625300.0,87.99493408203125
